Scientific Name,Common Name,Species ID,Link
Streptocarpus 'Roulette Cherry',-,6097,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6097
Streptocarpus saxorum (White flower),-,6728,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6728
Streptocarpus saxorum 'Concord Blue',Cape Primrose,6000,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6000
Strobilanthes alternata (Burm.f.) Moylan ex J.R.I.Wood,Red Ivy,2086,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2086
Strobilanthes alternata 'Exotica',Waffle Plant,2087,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2087
Strobilanthes anisophyllus,-,4890,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4890
Strobilanthes dyerianus Mast.,Persian Shield,2481,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2481
Strobilanthes hamiltoniana (Steud.) Bosser & Heine,Chinese Rain Bell,2480,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2480
Strobilanthes maculatus,Green Shield,6637,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6637
Strobilanthes reptans (G. Forst.) Moylan ex Y.F. Deng & J.R.I. Wood,-,2088,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2088
Strobilanthes scabra Nees,Black Face General,2479,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2479
Strobilanthes sinuata J.R.I.Wood,Dragon's Tongue,2089,https://www.nparks.gov.sg/florafaunaweb/flora/2/0/2089
Strobilanthes sp.,-,8483,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8483
Stromanthe lutea Eichl.,-,4913,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4913
Stromanthe thalia,-,2483,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2483
Stromanthe thalia 'Triostar',Never-Never Plant,1894,https://www.nparks.gov.sg/florafaunaweb/flora/1/8/1894
Strombosia ceylanica Gardner,Belian Landak,7843,https://www.nparks.gov.sg/florafaunaweb/flora/7/8/7843
Strombosia javanica Blume,Bayam Badak,3148,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3148
Strongylodon macrobotrys,Jade Vine,1506,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1506
Strophanthus caudatus (L.) Kurz,Tandok-tandok,8129,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8129
Strophanthus gratus,Cream Fruit,2484,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2484
Strophanthus preussii Engl. & Pax.,Corkscrew Flower,1507,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1507
Stylidium debile F. Muell.,Frail Triggerplant,7367,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7367
Stylosanthes humilis Kunth,Townsville Stylo,5056,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5056
Styphelia malayana (Jack) J.J.Sm.,Malayan Styphelia,8153,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8153
Styrax benzoin Dryand.,Kemenyan,4752,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4752
Suessenguthia multisetosa (Rusby) Wassh. & J.R.I.Wood ex Schmidt-Lebuhn,Columbian Petunia,4864,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4864
Sulcorebutia pulchra,-,6976,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6976
Sundamomum hastilabium (Ridl.) A.D.Poulsen & M.F.Newman,-,8113,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8113
Suregada glomerulata (Blume) Baill.,Limau-Limau,8711,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8711
Suregada multiflora (A. Juss.) Baill.,False Lime,3149,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3149
Suregada multiflora (Variegated),-,4910,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4910
Swartzia pinnata (Vahl) Willd.,Bois Pois,3753,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3753
Swietenia macrophylla King,Broad-leafed Mahogany,3150,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3150
Swietenia mahagoni (L.) Jacq.,West Indian Mahogany,3151,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3151
Swinglea glutinosa (Blanco) Merr.,Tabog,6382,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6382
Swintonia schwenkii (Teijsm. & Binn.) Teijsm. & Binn.,Merpauh,4754,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4754
Syagrus schizophylla (Mart.) Glassm.,Arikury Palm,3345,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3345
Symphyotrichum dumosum (L.) G. L. Nesom,Pillow Aster,1700,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1700
Symphyotrichum laeve (L.) Á. Löve & D. Löve var. laeve,Smooth Aster,1701,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1701
Synedrella nodiflora (L.) Gaertn.,Cinderella Weed,5275,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5275
Syngonium 'Creme Allusion',-,5291,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5291
Syngonium cultivar,-,1508,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1508
Syngonium 'Dark Red',-,1509,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1509
Syngonium erythrophyllum Birdsey ex G.S.Bunting,-,6469,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6469
Syngonium 'Lynette',-,5596,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5596
Syngonium 'Pink',Arrowhead Plant,1510,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1510
Syngonium 'Pink Green',-,1511,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1511
Syngonium 'Pixie',Miniature Arrowhead Plant,4758,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4758
Syngonium podophyllum 'Green Gold',-,1513,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1513
Syngonium podophyllum Schott,Arrowhead Vine,1512,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1512
Syngonium wendlandii Schott,Silver Goosefoot Plant,3751,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3751
Syngonium 'White Butterfly',-,1514,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1514
Syngramma wallichii (Hook.) Bedd.,-,5703,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5703
Synsepalum dulcificum (Schumach. & Thonn.) Daniell,Miracle Fruit,3152,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3152
Syzygium antisepticum (Blume) Merr. & L.M.Perry,-,7248,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7248
Syzygium aqueum (Burm. f.) Alston,Water Apple,3153,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3153
Syzygium aqueum (variegated),-,8881,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8881
Syzygium aromaticum,Clove,3154,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3154
Syzygium bamagense B.Hyland,Bamaga Satin,7209,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7209
Syzygium bankense (Hassk.) Merr. & L.M.Perry,Ubah Ribu,6353,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6353
Syzygium borneense (Miq.) Miq.,Bullate Eugenia,3155,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3155
Syzygium buxifolium Hooker & Arnott,Boxleaf Eugenia,2256,https://www.nparks.gov.sg/florafaunaweb/flora/2/2/2256
Syzygium cerasiforme (Blume) Merr. & L.M.Perry,Common Kelat,3162,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3162
Syzygium claviflorum (Roxb.) Wall. ex Steud. var. claviflorum,Trumpet Eugenia,4034,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4034
Syzygium conglomeratum (Duthie) I.M.Turner,Selembat,8409,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8409
Syzygium cumini (L.) Skeels,Java Plum,3158,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3158
Syzygium erythrocalyx (C.T. White) B. Hyland,Johnstone River Satinash,4893,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4893
Syzygium fibrosum (F.M.Bailey) T.G.Hartley & L.M.Perry,-,4763,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4763
Syzygium filiforme (Wall. ex Duthie) Chantaran. & J.Parn.,Thread Eugenia,4035,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4035
Syzygium formosum (Wall.) Masam,-,7756,https://www.nparks.gov.sg/florafaunaweb/flora/7/7/7756
Syzygium glaucum,-,3159,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3159
Syzygium grande (Wight) Walp.,Sea Apple,3160,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3160
Syzygium incarnatum (Elmer) Merr. & L.M.Perry,Kelat Samak,4033,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4033
Syzygium jambos (L.) Alston,Rose Apple,3161,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3161
Syzygium leucoxylon Korth.,-,4980,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4980
Syzygium luehmannii (F.Muell.) L.A.S.Johnson,Small-Leaved Lilly Pilly,4867,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4867
Syzygium malaccense (L.) Merr. & Perry,Malay Apple,3163,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3163
"Syzygium myrtifolium (dark red young leaves, pink flowers)",-,3157,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3157
Syzygium myrtifolium (Roxb.) Walp.,Kelat Oil,3156,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3156
Syzygium myrtifolium (variegated),-,8009,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8009
Syzygium oblatum (Roxb.) Wall. ex A.M. Cowan & Cowan,Bunga Dakwat,5176,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5176
Syzygium pachyphyllum (Kurz) Merr. & L.M.Perry,Thick-Leafed Jambu,4153,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4153
Syzygium papillosum (Duthie) Merr. & L.M.Perry,Kelat Paya,4767,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4767
Syzygium polyanthum (Wight) Walp.,Indonesian Bayleaf,3164,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3164
Syzygium pycnanthum Merr. & L.M.Perry,Wild Rose Apple,3165,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3165
Syzygium pyrifolium (Blume) DC.,Kelat,4037,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4037
Syzygium racemosum (Blume) DC.,-,7210,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7210
Syzygium ridleyi,-,4158,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4158
Syzygium rugosum Korth.,-,7357,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7357
Syzygium samarangense,Jambu Air Mawar,4150,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4150
Syzygium smithii var. minor 'Allyn Magic',Dwarf Lilly Pilly,4894,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4894
Syzygium subdecussatum (Duthie) I.M.Turner,-,7366,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7366
Syzygium syzygioides (Miq.) Merr. & L.M. Perry,Kelat Hitam,3270,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3270
Syzygium tierneyanum (F. Muell.) T.G. Hartley & L.M. Perry,Bamaga Satinash,7135,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7135
Syzygium zeylanicum (L.) DC.,Spicate Eugenia,3166,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3166
Tabebuia aurea (Silva Manso) Benth. & Hook.f. ex S.Moore,Tree of Gold,3167,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3167
Tabebuia heterophylla (DC.) Britton,White Tabebuia,3170,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3170
Tabebuia pallida (Lindl.) Miers,Cuban Pink Trumpet Tree,3169,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3169
Tabebuia rosea (Bertol.) DC.,Trumpet Tree,3171,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3171
Tabernaemontana africana Hook.,Samoan Gardenia,4213,https://www.nparks.gov.sg/florafaunaweb/flora/4/2/4213
Tabernaemontana aurantiaca Gaudich.,Orange Milkwood,7287,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7287
Tabernaemontana corymbosa Roxb. ex Wall.,Great Rosebay,2485,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2485
Tabernaemontana cultivars,-,8484,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8484
Tabernaemontana divaricata (dwarf),-,4773,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4773
Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Pinwheel Flower,2488,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2488
Tabernaemontana divaricata 'Flore Pleno',Double-Flowered Crepe Jasmine,2487,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2487
Tabernaemontana divaricata 'Silver',-,6049,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6049
Tabernaemontana elegans,Toad Tree,8046,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8046
Tabernaemontana pachysiphon,-,3172,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3172
Tabernaemontana pandacaqui Poir.,-,6388,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6388
Tacca chantrieri André,Devil Flower,2489,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2489
Tacca cristata Jack,White Bat Lily,2490,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2490
Tacca leontopetaloides (L.) Kuntze,Indian Arrow Root,2491,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2491
Tacca 'Nivea',White Tacca,2492,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2492
Tacca palmata Blume,-,6233,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6233
Tacca palmatifida Baker,-,8700,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8700
Tacca plantaginea,False Tacca,2493,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2493
Taenitis blechnoides (Willd.) Sw.,Ribbon Fern,4775,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4775
Tagetes erecta,African Marigold,7358,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7358
Tagetes erecta cultivars,-,4776,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4776
Tagetes erecta 'Queen Sophia',French Marigold,7140,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7140
Tagetes lemmonii A. Gray,Shrub Marigold,5654,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5654
Tagetes lucida Cav.,Sweetscented Marigold,4087,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4087
Talinum fruticosum (L.) Juss.,Surinum Purslane,2495,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2495
Talinum fruticosum 'Variegata',-,2496,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2496
Talinum 'Limon',-,6657,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6657
Talinum paniculatum,Jewels-of-Opar,2494,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2494
Talinum paniculatum 'Variegata',Variegated Jewels of Opar,5673,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5673
Tamarindus indica L.,-,3174,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3174
Tamarix ramosissima 'Pink Cascade',Tamarisk,8270,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8270
Tamilnadia uliginosa (Retz.) Tirveng. & Sastre,-,8705,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8705
Tanacetum ptarmiciflorum 'Silver Feather',Silver Feather,4904,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4904
Tanacetum vulgare 'Isla Gold',Gold Leaf Tansy,4903,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4903
Tapeinochilos ananassae,Pineapple Ginger,2497,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2497
Tapeinochilos dahlii K.Schum.,Black Backscratcher Ginger,6045,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6045
Tapeinochilos palustris,Black Wax Ginger,8144,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8144
Tapeinochilos sp.,-,5914,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5914
Tarenaya houtteana (Schltdl.) Soares Neto & Roalson,Spider Flower,3313,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3313
Tarenna fragrans (Blume) Koord. & Valeton,River Tarenna,3175,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3175
Tarenna odorata (Roxb.) B.L.Rob.,-,3294,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3294
Tarenna stellulata (Hook.f.) Ridl.,-,7996,https://www.nparks.gov.sg/florafaunaweb/flora/7/9/7996
Taxillus chinensis (DC.) Danser,Chinese mistletoe,6549,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6549
Taxodium distichum (L.) Rich.,Swamp Cypress,3176,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3176
Taxus sp.,Yew,6272,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6272
Tecoma '‘Gold Star’',Gold Star,5531,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5531
Tecoma fulva (DC.) J.R.I.Wood subsp. guarume,-,6684,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6684
Tecoma 'Orange Jubilee',Orange Bells,5530,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5530
Tecoma 'Sparky',-,5532,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5532
Tecoma stans (L.) Juss. ex Kunth,Golden Bells,3177,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3177
Tecomanthe 'Roaring Meg',-,5341,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5341
Tecomaria capensis (Thunb.) Spach,Cape Honeysuckle,2498,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2498
Tecomaria capensis 'Apricot',Apricot Cape Honeysuckle,2501,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2501
Tecomaria capensis 'Aurea',Golden Yellow Cape Honeysuckle,2499,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2499
Tecomaria capensis 'Red',-,5487,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5487
Tecomaria capensis 'Salmonea',-,2500,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2500
Tectaria angulata (Willd.) Copel.,-,5475,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5475
Tectaria barberi (Hook.) Copel.,-,3274,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3274
Tectaria incisa Cav.,Incised Halberd Fern,6886,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6886
Tectaria nayarii Mazumdar,-,8609,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8609
Tectaria singaporiana (Wall. ex Hook. & Grev.) Copel.,Paku Biawak,1579,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1579
Tectaria vasta (Blume) Copel.,-,4779,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4779
Tectona grandis L.f.,Teak,3178,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3178
Teijsmanniodendron bogoriense Koord.,-,8853,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8853
Teijsmanniodendron pteropodum (Miq.) Bakh.,-,4038,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4038
Telosma cordata (Burm. f.) Merr.,Chinese Violet,1515,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1515
Teratophyllum ludens (Fée) Holttum,-,8836,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8836
Terminalia brassii,Brown Terminalia,3179,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3179
Terminalia buceras (L.) C. Wright,Black Olive,2761,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2761
Terminalia calamansanai (Blanco) Rolfe,Mentalun,3180,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3180
Terminalia catappa (Variegated),-,4863,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4863
Terminalia catappa L.,Sea Almond,3181,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3181
Terminalia elliptica Willd.,-,4785,https://www.nparks.gov.sg/florafaunaweb/flora/4/7/4785
Terminalia foetidissima (Variegated),-,4932,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4932
Terminalia ivorensis,Black Afara,3182,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3182
Terminalia kaernbachii,Okari Nut,3183,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3183
Terminalia mantaly H. Perrier,Madagascar Almond,2762,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2762
Terminalia mantaly 'Tricolor',Variegated Madagascar Almond,2763,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2763
Terminalia microcarpa,-,6172,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6172
Terminalia molinetii M. Gómez,Spiny Black Olive,1734,https://www.nparks.gov.sg/florafaunaweb/flora/1/7/1734
Terminalia muelleri,Australian Almond,3184,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3184
Terminalia phellocarpa King,Pig's Mango,3185,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3185
Terminalia procera Roxb.,Ketapang,6917,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6917
Terminalia sericea,Silver Terminalia,3186,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3186
Terminalia subspathulata King,Jelawai Jaha,3302,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3302
Tetracera indica (Christm. & Panz.) Merr.,Mempelas,1516,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1516
Tetracera loureiri,Mempelas,1517,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1517
Tetracera scandens (L.) Merr.,Stone Leaf,5821,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5821
Tetragonia tetragonioides,New Zealand Spinach,7178,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7178
Tetramerista glabra Miq.,Entuyut,7285,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7285
Tetrapleura tetraptera,Arida,3187,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3187
Tetrastigma curtisii (Ridl.) Suess.,-,5947,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5947
Tetrastigma leucostaphylum (Dennst.) Alston,-,5946,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5946
Tetrastigma voinierianum,Chestnut Vine,6475,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6475
Thalia dealbata Fraser ex Roscoe,Powdery Alligator Flag,2502,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2502
Thalia geniculata (red-stemmed),Red Thalia,3373,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3373
Thalia geniculata L.,Swamp Lily,2503,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2503
Thaumatococcus daniellii (Benn.) Benth. ex B. D. Jacks.,Miracle Berry,2504,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2504
Themeda arguens (L.) Hack.,Christmas Grass,6491,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6491
Theobroma bicolor Bonpl.,Macambo tree,7089,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7089
