Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Pilea cadierei,Aluminum Plant,2338,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2338,Shrub,Semi Shade,Moderate Water,False,False,False,False,Perennial herb or subshrub up to 0.4 m tall with erect growth form.,White,-,-,-,"Green, Silver / Grey",-,4.5 (Shrub & Groundcover - Dicot),-,None,None,"Elliptic to obovate leaves have 2 midribs and an irregularly toothed margin. They are green with large, white to silvery patches between major veins."
Pilea depressa (Sw.) Blume,Baby Toes,7282,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7282,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,It is a herbaceous plant with a creeping growth habit.,White,-,-,Terrestrial,Green,Red,-,Moderate,None,None,"Its rounded leaves are small, arranged in opposite pairs and have scalloped margin."
Pilea involucrata,Friendship Plant,2339,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2339,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,Herb forming a mound up to 30 cm tall.,-,-,-,Terrestrial,"Green, Silver / Grey",-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Oval, 6 cm long leaves are striped with alternating bands of silver and dark green to brownish, similar to that of a watermelon. The leaf underside is purplish. Young foliage is a light reddish brown."
Pilea libanensis,Aluminum Plant,5392,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5392,Herbaceous Plant,Semi Shade,Lots of Water,False,False,False,False,Small herbaceous shrub with a trailing growth habit.,-,-,-,-,Green,-,-,-,None,None,"The small, silver-coloured leaves are approximately egg-shaped to obovate. Paired leaves are arranged in dense clusters. Young leaves are greenish, while mature leaves are silver to greyish."
Pilea microphylla,Artillery Plant,1488,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1488,"Creeper, Herbaceous Plant",Semi Shade,Lots of Water,False,False,False,False,0.2 m to 0.3 m,Small greenish to white flowers occur in the leaf axils.,-,-,-,Green - Light Green,-,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,"Small, fleshy leaves are lanceolate to spatulate with smooth edges (0.6 - 1.2 cm long)."
Pilea mollis 'Moon Valley',Pilea,6100,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6100,Herbaceous Plant,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,herb to 30cm tall,"Green - Light Green, Pink, White",-,-,-,"Brown, Green, Green - Light Green",-,-,-,None,None,"Leaves ovate, to 7.5cm long, light - dark green, with a dark brown or bronze under tone in the centre of the leaves, upper surface of leaf  with irregularly shaped projections bearing stiff, short hairs, under surface with shallow pits corresponding to the bases of the projections, veins hairy."
Pilea nummulariifolia,Creeping Charlie,1489,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1489,"Creeper, Herbaceous Plant",Semi Shade,Lots of Water,False,False,False,False,Low-growing perennial herb that creeps and forms mats.,-,-,-,-,Green,-,-,Fast to Moderate,None,None,"Bright green, round to oval leaves are deeply wrinkled with notched tips."
Pilea peperomioides,Chinese Money Plant,8209,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8209,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,Green,-,-,-,None,None,-
Pilea trianthemoides (Sw.) Lindl.,-,5469,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5469,Herbaceous Plant,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,Much branched herbaceous plant to 20cm tall,Red,-,-,-,-,-,-,Fast,None,None,"Leaves ovate, succulent."
Pilosocereus pachycladus F.Ritter,Tree Cactus,6252,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6252,Tree,Full Sun,Little Water,True,False,False,False,9 m,White,Spines/Thorns - Stem/Branch,-,Terrestrial (Desert / Semi-Desert),-,-,-,Fast,-,-,None
Pimenta dioica (L.) Merr.,Allspice,6085,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6085,Tree,Full Sun,Moderate Water,False,False,False,True,15 m,"Inflorescence is 5 – 15 cm long and paniculate. Flower (8 – 10 mm diameter) is aromatic and comprises of 4 white reflexed petals. Though flower are bisexual, there is functionally male and female trees which have 80 – 100 and 40 – 50 stamens respectively. Ovary is inferior.",-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Pinalia floribunda,-,8092,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8092,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Pinanga caesia,-,4558,https://www.nparks.gov.sg/florafaunaweb/flora/4/5/4558,Palm,Semi Shade,Lots of Water,False,False,False,False,Solitary palm that grows up to 3 m tall.,Pink,-,-,-,Green,-,-,Moderate,The crownshaft is reddish to red-brown.,The crownshaft is reddish to red-brown.,None
Pinanga coronata,Ivory Cane Palm,2668,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2668,Palm,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,4.0 (Palm - Cluster),Moderate,-,-,None
Pinanga densiflora,-,2669,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2669,Palm,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,4.0 (Palm - Cluster),Moderate,-,-,None
Pinanga heterophylla Becc.,-,8852,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8852,Palm,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Pinanga insignis Becc.,-,8778,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8778,Palm,Semi Shade,Moderate Water,False,False,False,False,10 m,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Pinanga mooreana J.Dransf.,-,8764,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8764,Palm,Semi Shade,Lots of Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Pinanga patula,Pinang,2670,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2670,Palm,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,4.0 (Palm - Cluster),Moderate,-,-,None
Pinanga philippinensis Becc.,-,8779,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8779,Palm,Semi Shade,Moderate Water,False,False,False,False,3 m,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Pinanga simplicifrons (Miq.) Becc.,-,5012,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5012,Palm,"Full Shade, Semi Shade",Moderate Water,False,True,False,False,1 m,Cream / Off-White,-,-,"Terrestrial (Primary Rainforest, Freshwater Swamp Forest)",Green,-,-,Moderate,-,-,None
Pinguicula cultivar,Butterwort,7303,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7303,-,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,None
Pinguicula primuliflora C.E.Wood & R.K.Godfrey,Primrose Butterwort,8487,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8487,Herbaceous Plant,Semi Shade,Lots of Water,False,False,False,False,"It forms a compact, basal rosette 4 - 16 cm wide.","Purple, Yellow / Golden",-,-,Terrestrial,-,-,-,-,None,None,"Oblong, bright green leaves are arranged in a basal rosette that is 4-16 cm wide. The leaves are covered in knobby glandular hairs that create a sticky surface to trap and digest insect prey. The leaves also produce antibacterial compounds that prevent prey from rotting as the plant digests it. Plantlets form at the leaf tips where it touches the media."
Pinguicula 'Tina',Butterwort,7331,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7331,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,15 cm,Purple,-,-,-,Green - Light Green,Green - Light Green,-,-,None,None,"Light green, round to obovate leaves have a waxy coating with a greasy feel. Glandular hairs on the upper surface trap small insects that are digested as a source of nutrients."
Pinus caribaea,Caribbean Pine,3063,https://www.nparks.gov.sg/florafaunaweb/flora/3/0/3063,Tree,Full Sun,Moderate Water,False,False,False,False,"Tall tree with a round to pyramidal crown, growing up to 30 m tall.",-,-,-,-,Green,-,3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Pinus elliottii,-,4564,https://www.nparks.gov.sg/florafaunaweb/flora/4/5/4564,Tree,Full Sun,Moderate Water,False,False,False,False,30 m,-,-,-,-,-,-,-,Moderate,-,-,None
Pinus merkusii,Tenasserim Pine,3240,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3240,Tree,Full Sun,Moderate Water,True,False,False,False,70 m,-,-,-,Terrestrial (Mountain),Green,-,-,Fast,"Gray brown, thick and fissured.","Gray brown, thick and fissured.",None
Piper aduncum,-,5214,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5214,Tree,Full Sun,Moderate Water,False,False,False,False,8 m,-,-,-,Terrestrial,-,-,-,Fast,-,-,None
Piper baccatum Blume,-,6489,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6489,Climber,Semi Shade,Moderate Water,False,True,False,False,It is a woody climber.,Its flowers are arranged in stalked clusters that are about 10 cm long.,-,-,Terrestrial,Green,Green - Light Green,-,Moderate,None,None,"Its alternate, stalked leaves have leaf blades that are heart-shaped, and up to 13 by 9 cm."
Piper betle (gold form),-,6865,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6865,Climber,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,3 m to 4.5 m,-,-,-,Terrestrial,"Yellow / Golden, Green - Light Green, Green","Yellow / Golden, Green - Light Green",-,Fast,None,None,"Leaves are bright green to bright yellow leaves and heart shaped with entire margin. Leaf blades are glossy, deeply veined and hairless. Petioles are as red as the stem."
Piper betle L.,Betel,1490,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1490,Climber,Semi Shade,"Lots of Water, Moderate Water",False,False,False,False,3 m to 4.5 m,White,-,-,Terrestrial,Green,"Green, Green - Light Green",-,Fast to Moderate,None,None,"Light green to bright green leaves are glossy, deeply veined and hairless. They are heart-shaped with entire leaf margin. The petiole (leaf stalk) is reddish like the stem."
Piper crassipes Korth ex Miq.,Sireh Murai,6412,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6412,Climber,Semi Shade,Moderate Water,False,True,False,False,It is a climber with swollen nodes.,"Cream / Off-White, White",-,-,Terrestrial,Green,-,-,-,None,None,Leaves are leathery and heart-shaped (5 cm – 10 cm long) with short petioles (0.6 cm – 2 cm).
Piper lanatum Roxb.,Sireh Utan,1491,https://www.nparks.gov.sg/florafaunaweb/flora/1/4/1491,Climber,Semi Shade,Moderate Water,False,True,False,False,"A herbaceous, deciduous climber.","The flower inflorescence is a spike and is leaf-opposing, the male inflorescence is much longer than the female inflorescence.",-,-,Terrestrial,Green,-,-,Fast,None,None,"The ovate leaves are alternately arranged along the stems and have a papery texture and an acuminate leaf tip and a rounded base. The lower leaf surface is covered with hairs, the upper leaf surface is glabrous."
Piper longum L.,Indian Long Pepper,6405,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6405,Climber,Semi Shade,Lots of Water,False,False,False,False,4 m to 6 m,Yellow / Golden,-,-,Terrestrial,-,-,-,-,None,None,Leaves near the base of the stem are ovate (egg-shaped) to approximately reniform (kidney-shaped) and have long petioles (leaf stalks) up to 9 cm long. Leaves near the tip of the stem are ovate to ovate-oblong (intermediate between egg-shaped and elongated) and have almost no petiole and clasp the stem. They vary in size from 6-12 cm long and 3-12 cm wide.
Piper nigrum,Common Pepper,5262,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5262,Climber,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,3 m to 4.5 m,-,-,-,Terrestrial,Green,Green,-,Moderate,None,None,Leaves are typically ovate (egg-shaped) to ovate-oblong (elongated egg shape).
Piper nigrum (Variegated),-,6862,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6862,Climber,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,3 m to 4.5 m,-,-,-,Terrestrial,"Cream / Off-White, Green, Patterned","Green - Light Green, Cream / Off-White",-,Moderate,None,None,"Leaves are typically ovate (egg-shaped) to ovate-oblong (elongated egg shape), variegated with green and cream colour."
Piper ornatum,Red Betel,6705,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6705,Climber,Semi Shade,Moderate Water,False,False,False,False,Herbaceous climber.,-,-,-,-,"Green, Pink",-,-,-,None,None,"Olive green, glossy leaves with pink to silver venation are shaped like tear drops (13 cm long, 10 cm wide). They are peltate, having a 2 cm-long, reddish petiole that is directly connected to the interior of the leaf blade, rather than the edge. The underside is dark, brownish red."
Piper porphyrophyllum (Lindl. ex J.Dix) N.E.Br.,Tiger's Betel,7406,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7406,"Climber, Herbaceous Plant",Semi Shade,Moderate Water,False,True,False,False,-,-,-,-,-,"Green, Pink",-,-,-,None,None,-
Piper pseudolindenii C. DC.,Lacquered Pepper,2341,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2341,Shrub,Semi Shade,Moderate Water,False,False,False,False,1.2 m to 1.8 m,Green,-,-,-,"Green, Purple",-,4.5 (Shrub & Groundcover - Dicot),Slow,None,None,"Woody shrub with stiff upright form. Stems square, ridged and corky. Leaves large, highly-glossy, dark green above and purple below, puckered appearance. Flowers light green, tubular, hanging from stems. Fruits are insignificant, pepper-like aggregated drupes, maturing to black.Related to the pepper plant (Piper) used in food. Ideal as specimen or container plant for its large, glistening and colourful foliage. Suitable for low-light conditions. Avoid exposing plant to full sun, as leaves get burnt easily. Although rather slow-growing, plant is easily transplanted. Propagate by stem cuttings and seeds.Likes moist, loamy soils with lots of organic matter. Feed with general purpose fertilizer once every 3 months in planting beds, or monthly for potted plants."
Piper ramipilum C. DC.,-,5930,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5930,Climber,"Full Shade, Semi Shade",Moderate Water,False,False,False,False,"It is a creeper, up to 9 m long, with fine hairs on the stems and petiole when young.","The plant is dioecious, having separate plants that bear male or female flowers. The male flowers are borne on stalked inflorescences that are up to 7.8 cm long and becoming thinner at the tip. The female flowers are borne on longer stalked inflorescences that are up to 10.5 cm long and obtuse at the tip.",-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,-,-,None,None,"Its stalked, alternately arranged leaves are ovate elliptic, with a pointed tip and cordate base, up to 12 cm long by 5 cm wide. The leaves are hairless above, but finely hairy along the veins on the underside. The leaf stalks are densely hairy."
Piper ribesioides Wall.,-,7674,https://www.nparks.gov.sg/florafaunaweb/flora/7/6/7674,Climber,Semi Shade,Moderate Water,False,False,False,False,-,-,-,-,Terrestrial,-,-,-,-,None,None,-
Piper sarmentosum Roxb. ex W.Hunter,Wild Pepper,2342,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2342,"Creeper, Shrub",Semi Shade,"Lots of Water, Moderate Water",False,True,True,True,0.3 m to 0.6 m,White,-,-,"Terrestrial (Secondary Rainforest, Monsoon Forest, Primary Rainforest)",Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,"Its alternate, stalked leaves have leaf blades that are heart-shaped, glossy dark green, and 7–15 by 5–13 cm, with 5–7 prominent veins. The leaves emit a pungent peppery scent when crushed."
Piper sylvaticum Roxb.,Mountain Long Pepper,5226,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5226,Climber,Semi Shade,Moderate Water,False,False,False,False,It is a herbaceous climber.,Green,-,-,Terrestrial,"Green, Green - Light Green",-,-,-,None,None,Its leaves are light green and heart-shaped. Areas along the veins are dark-green.
Piptospatha ridleyi N.E.Br. ex Hook.f.,-,6349,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6349,Herbaceous Plant,"Full Shade, Semi Shade",Lots of Water,False,False,False,False,"Small rheophytic herb, usually to 10-12 cm tall",-,-,-,"Terrestrial, Aquatic","Green, Green - Light Green",-,-,-,None,None,"Leaves elliptic or somewhat ovate, leaf blades 3-12cm long by 2-3.5cm wide, base color mid - dark green, with scattered lime green markings. Petioles reddish purple - very dark purple"
Pipturus argenteus (G. Forst.) Wedd.,Australian Mulberry,8220,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8220,"Shrub, Tree",Semi Shade,Moderate Water,False,False,False,False,Large shrub or small tree up to 6m.,White,-,"Bird-Attracting, Butterfly Host Plant",Shoreline,-,-,-,Fast to Moderate,-,-,"Leaves are deep green and elliptical. The lower leaf surface and the petiole are densely covered in short, white hairs that give them a silvery sheen. There are a pair of triangular stipules (leafy tissue) located at the base of the petiole."
